2020-06-10 15:06:53.712 The 0-th variable: name is x, valueReference is 0, valueType is 1, valueInit is 1, causality is 8.
2020-06-10 17:10:04.111 The 160-th variable: name is mechanics.r2.n[3], valueReference is 239, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.111 The 161-th variable: name is mechanics.r2.phi_offset, valueReference is 240, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.112 The 162-th variable: name is mechanics.r2.cylinderLength, valueReference is 241, valueType is 1, valueInit is 0.1, causality is 8.

2020-06-10 17:10:04.112 The 163-th variable: name is mechanics.r2.cylinderDiameter, valueReference is 242, valueType is 1, valueInit is 0.05, causality is 8.

2020-06-10 17:10:04.113 The 164-th variable: name is mechanics.r2.phi, valueReference is 243, valueType is 1, valueInit is 0.3490658503988659, causality is 8.

2020-06-10 17:10:04.113 The 165-th variable: name is mechanics.r2.w, valueReference is 244, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:04.113 The 166-th variable: name is mechanics.r3.support.phi, valueReference is 318, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.114 The 167-th variable: name is mechanics.r3.support.tau, valueReference is 319, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.114 The 168-th variable: name is mechanics.r3.frame_a.R.T[1, 2], valueReference is 320, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.115 The 169-th variable: name is mechanics.r3.frame_b.R.T[1, 1], valueReference is 321, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:04.115 The 170-th variable: name is mechanics.r3.frame_b.R.T[1, 2], valueReference is 322, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.116 The 171-th variable: name is mechanics.r3.frame_b.R.T[1, 3], valueReference is 323, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:04.116 The 172-th variable: name is mechanics.r3.frame_b.R.T[3, 1], valueReference is 324, valueType is 1, valueInit is 0.2961981327260237, causality is 8.

2020-06-10 17:10:04.116 The 173-th variable: name is mechanics.r3.frame_b.R.T[3, 2], valueReference is 325, valueType is 1, valueInit is -0.9396926207859084, causality is 8.

2020-06-10 17:10:04.117 The 174-th variable: name is mechanics.r3.frame_b.R.T[3, 3], valueReference is 326, valueType is 1, valueInit is -0.1710100716628344, causality is 8.

2020-06-10 17:10:04.117 The 175-th variable: name is mechanics.r3.frame_b.f[2], valueReference is 327, valueType is 1, valueInit is 371.4460567317927, causality is 8.

2020-06-10 17:10:04.118 The 176-th variable: name is mechanics.r3.frame_b.f[3], valueReference is 328, valueType is 1, valueInit is 1012.55679742333, causality is 8.

2020-06-10 17:10:04.118 The 177-th variable: name is mechanics.r3.frame_b.t[1], valueReference is 329, valueType is 1, valueInit is 502.5232006173716, causality is 8.

2020-06-10 17:10:04.118 The 178-th variable: name is mechanics.r3.frame_b.t[2], valueReference is 330, valueType is 1, valueInit is -61.13359846586049, causality is 8.

2020-06-10 17:10:04.119 The 179-th variable: name is mechanics.r3.frame_b.t[3], valueReference is 331, valueType is 1, valueInit is 20.49939970831057, causality is 8.

2020-06-10 17:10:04.119 The 180-th variable: name is mechanics.r3.n[1], valueReference is 332, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:04.120 The 181-th variable: name is mechanics.r3.n[2], valueReference is 333, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.120 The 182-th variable: name is mechanics.r3.n[3], valueReference is 334, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.121 The 183-th variable: name is mechanics.r3.phi_offset, valueReference is 335, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.121 The 184-th variable: name is mechanics.r3.cylinderLength, valueReference is 336, valueType is 1, valueInit is 0.1, causality is 8.

2020-06-10 17:10:04.122 The 185-th variable: name is mechanics.r3.cylinderDiameter, valueReference is 337, valueType is 1, valueInit is 0.05, causality is 8.

2020-06-10 17:10:04.122 The 186-th variable: name is mechanics.r3.phi, valueReference is 338, valueType is 1, valueInit is 1.570796326794897, causality is 8.

2020-06-10 17:10:04.123 The 187-th variable: name is mechanics.r3.w, valueReference is 339, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:04.123 The 188-th variable: name is mechanics.r4.support.phi, valueReference is 413, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.123 The 189-th variable: name is mechanics.r4.support.tau, valueReference is 414, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.124 The 190-th variable: name is mechanics.r4.frame_a.R.T[1, 2], valueReference is 415, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.124 The 191-th variable: name is mechanics.r4.frame_b.R.T[2, 1], valueReference is 416, valueType is 1, valueInit is -0.8137976813493737, causality is 8.

2020-06-10 17:10:04.125 The 192-th variable: name is mechanics.r4.frame_b.R.T[2, 2], valueReference is 417, valueType is 1, valueInit is -0.3420201433256687, causality is 8.

2020-06-10 17:10:04.125 The 193-th variable: name is mechanics.r4.frame_b.R.T[2, 3], valueReference is 418, valueType is 1, valueInit is 0.4698463103929543, causality is 8.

2020-06-10 17:10:04.125 The 194-th variable: name is mechanics.r4.frame_b.R.T[3, 1], valueReference is 419, valueType is 1, valueInit is 0.2961981327260237, causality is 8.

2020-06-10 17:10:04.126 The 195-th variable: name is mechanics.r4.frame_b.R.T[3, 2], valueReference is 420, valueType is 1, valueInit is -0.9396926207859084, causality is 8.

2020-06-10 17:10:04.126 The 196-th variable: name is mechanics.r4.frame_b.R.T[3, 3], valueReference is 421, valueType is 1, valueInit is -0.1710100716628344, causality is 8.

2020-06-10 17:10:04.127 The 197-th variable: name is mechanics.r4.frame_b.f[1], valueReference is 422, valueType is 1, valueInit is 2.433231020441725, causality is 8.

2020-06-10 17:10:04.127 The 198-th variable: name is mechanics.r4.frame_b.f[3], valueReference is 423, valueType is 1, valueInit is 769.0289002626117, causality is 8.

2020-06-10 17:10:04.128 The 199-th variable: name is mechanics.r4.frame_b.t[1], valueReference is 424, valueType is 1, valueInit is 148.6103934717077, causality is 8.

2020-06-10 17:10:04.128 The 200-th variable: name is mechanics.r4.frame_b.t[2], valueReference is 425, valueType is 1, valueInit is -45.20455038574498, causality is 8.

2020-06-10 17:10:04.129 The 201-th variable: name is mechanics.r4.frame_b.t[3], valueReference is 426, valueType is 1, valueInit is 15.86874456098543, causality is 8.

2020-06-10 17:10:04.129 The 202-th variable: name is mechanics.r4.n[1], valueReference is 427, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.129 The 203-th variable: name is mechanics.r4.n[2], valueReference is 428, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:04.130 The 204-th variable: name is mechanics.r4.n[3], valueReference is 429, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.130 The 205-th variable: name is mechanics.r4.phi_offset, valueReference is 430, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.131 The 206-th variable: name is mechanics.r4.cylinderLength, valueReference is 431, valueType is 1, valueInit is 0.1, causality is 8.

2020-06-10 17:10:04.131 The 207-th variable: name is mechanics.r4.cylinderDiameter, valueReference is 432, valueType is 1, valueInit is 0.05, causality is 8.

2020-06-10 17:10:04.132 The 208-th variable: name is mechanics.r4.phi, valueReference is 433, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.132 The 209-th variable: name is mechanics.r4.w, valueReference is 434, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.132 The 210-th variable: name is mechanics.r5.support.phi, valueReference is 508, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.133 The 211-th variable: name is mechanics.r5.support.tau, valueReference is 509, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.133 The 212-th variable: name is mechanics.r5.frame_b.R.T[1, 1], valueReference is 510, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:04.134 The 213-th variable: name is mechanics.r5.frame_b.R.T[1, 2], valueReference is 511, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.134 The 214-th variable: name is mechanics.r5.frame_b.R.T[1, 3], valueReference is 512, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:04.134 The 215-th variable: name is mechanics.r5.frame_b.R.T[3, 1], valueReference is 513, valueType is 1, valueInit is -0.8660254037844386, causality is 8.

2020-06-10 17:10:04.135 The 216-th variable: name is mechanics.r5.frame_b.R.T[3, 2], valueReference is 514, valueType is 1, valueInit is 5.551115123125783e-017, causality is 8.

2020-06-10 17:10:04.135 The 217-th variable: name is mechanics.r5.frame_b.R.T[3, 3], valueReference is 515, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:04.136 The 218-th variable: name is mechanics.r5.frame_b.f[2], valueReference is 516, valueType is 1, valueInit is -541.8392953850641, causality is 8.

2020-06-10 17:10:04.136 The 219-th variable: name is mechanics.r5.frame_b.f[3], valueReference is 517, valueType is 1, valueInit is 3.772540217241224, causality is 8.

2020-06-10 17:10:04.137 The 220-th variable: name is mechanics.r5.frame_b.t[1], valueReference is 518, valueType is 1, valueInit is 54.62557976686654, causality is 8.

2020-06-10 17:10:04.137 The 221-th variable: name is mechanics.r5.frame_b.t[2], valueReference is 519, valueType is 1, valueInit is -0.3613482992931942, causality is 8.

2020-06-10 17:10:04.138 The 222-th variable: name is mechanics.r5.frame_b.t[3], valueReference is 520, valueType is 1, valueInit is -48.44994844733758, causality is 8.

2020-06-10 17:10:04.138 The 223-th variable: name is mechanics.r5.n[1], valueReference is 521, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:04.139 The 224-th variable: name is mechanics.r5.n[2], valueReference is 522, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.139 The 225-th variable: name is mechanics.r5.n[3], valueReference is 523, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.140 The 226-th variable: name is mechanics.r5.phi_offset, valueReference is 524, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.140 The 227-th variable: name is mechanics.r5.cylinderLength, valueReference is 525, valueType is 1, valueInit is 0.1, causality is 8.

2020-06-10 17:10:04.141 The 228-th variable: name is mechanics.r5.cylinderDiameter, valueReference is 526, valueType is 1, valueInit is 0.05, causality is 8.

2020-06-10 17:10:04.141 The 229-th variable: name is mechanics.r5.phi, valueReference is 527, valueType is 1, valueInit is -1.919862177193763, causality is 8.

2020-06-10 17:10:04.141 The 230-th variable: name is mechanics.r5.w, valueReference is 528, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.142 The 231-th variable: name is mechanics.r6.support.phi, valueReference is 602, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.142 The 232-th variable: name is mechanics.r6.support.tau, valueReference is 603, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.143 The 233-th variable: name is mechanics.r6.frame_b.R.T[1, 1], valueReference is 604, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:04.143 The 234-th variable: name is mechanics.r6.frame_b.R.T[1, 2], valueReference is 605, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.144 The 235-th variable: name is mechanics.r6.frame_b.R.T[1, 3], valueReference is 606, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:04.144 The 236-th variable: name is mechanics.r6.frame_b.R.T[2, 1], valueReference is 607, valueType is 1, valueInit is 5.551115123125783e-017, causality is 8.

2020-06-10 17:10:04.145 The 237-th variable: name is mechanics.r6.frame_b.R.T[2, 2], valueReference is 608, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:04.145 The 238-th variable: name is mechanics.r6.frame_b.R.T[2, 3], valueReference is 609, valueType is 1, valueInit is -2.775557561562891e-017, causality is 8.

2020-06-10 17:10:04.145 The 239-th variable: name is mechanics.r6.frame_b.R.T[3, 1], valueReference is 610, valueType is 1, valueInit is -0.8660254037844386, causality is 8.

2020-06-10 17:10:04.146 The 240-th variable: name is mechanics.r6.frame_b.R.T[3, 2], valueReference is 611, valueType is 1, valueInit is 5.551115123125783e-017, causality is 8.

2020-06-10 17:10:04.146 The 241-th variable: name is mechanics.r6.frame_b.R.T[3, 3], valueReference is 612, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:04.147 The 242-th variable: name is mechanics.r6.frame_b.f[1], valueReference is 613, valueType is 1, valueInit is 7.964296345571574, causality is 8.

2020-06-10 17:10:04.147 The 243-th variable: name is mechanics.r6.frame_b.f[3], valueReference is 614, valueType is 1, valueInit is 3.796771246152402, causality is 8.

2020-06-10 17:10:04.148 The 244-th variable: name is mechanics.r6.frame_b.t[1], valueReference is 615, valueType is 1, valueInit is 49.89356871972109, causality is 8.

2020-06-10 17:10:04.148 The 245-th variable: name is mechanics.r6.frame_b.t[2], valueReference is 616, valueType is 1, valueInit is 0.4401575651106402, causality is 8.

2020-06-10 17:10:04.148 The 246-th variable: name is mechanics.r6.frame_b.t[3], valueReference is 617, valueType is 1, valueInit is -50.92200074442741, causality is 8.

2020-06-10 17:10:04.149 The 247-th variable: name is mechanics.r6.n[1], valueReference is 618, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.149 The 248-th variable: name is mechanics.r6.n[2], valueReference is 619, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:04.150 The 249-th variable: name is mechanics.r6.n[3], valueReference is 620, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.151 The 250-th variable: name is mechanics.r6.phi_offset, valueReference is 621, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.151 The 251-th variable: name is mechanics.r6.cylinderLength, valueReference is 622, valueType is 1, valueInit is 0.1, causality is 8.

2020-06-10 17:10:04.151 The 252-th variable: name is mechanics.r6.cylinderDiameter, valueReference is 623, valueType is 1, valueInit is 0.05, causality is 8.

2020-06-10 17:10:04.152 The 253-th variable: name is mechanics.r6.phi, valueReference is 624, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.152 The 254-th variable: name is mechanics.r6.w, valueReference is 625, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.153 The 255-th variable: name is mechanics.b0.frame_a.r_0[1], valueReference is 699, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.153 The 256-th variable: name is mechanics.b0.frame_a.r_0[2], valueReference is 700, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.154 The 257-th variable: name is mechanics.b0.frame_a.r_0[3], valueReference is 701, valueType is 1, valueInit is 0, causality is 8.
